game_id,transcript,result,player_one,player_two,player_one_time,player_two_time,player_one_score,player_two_score,primary_player,primary_player_score,primary_player_illegal_moves,primary_player_legal_moves,primary_player_timeout,primary_player_resignation,primary_player_failed_to_find_legal_move,player_one_illegal_moves,player_two_illegal_moves,player_one_legal_moves,player_two_legal_moves,player_one_resignation,player_two_resignation,player_one_failed_to_find_legal_move,player_two_failed_to_find_legal_move,game_title,number_of_moves,time_taken,total_moves,illegal_moves
1766466049-1386,"[White ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]
[Black ""Stockfish level 5""]

1. e4 d6 2. d4 e6 3. Nf3 c6 4. Nc3 Nd7 5. Bd3 Ne7 6. O-O e5 7. dxe5 Nxe5 8. Nxe5 dxe5 9. Bg5 Qc7 10. Qf3 Be6 11. Rad1 Ng6 12. b3 h5 13. Bc4 Nf4 14. Bxf4 exf4 15. Bxe6 fxe6 16. Rd3 g5 17. Rfd1 Qe5 18. Rd7 Bc5 19. Rxb7 Bd4 20. Ne2 O-O-O 21. Rxa7 Bxa7 22. Rxd8+ Rxd8 23. h3 Kb7 24. Qxh5 Rd7 25. Qe8 Rd1+ 26. Kh2 f3+ 27. Ng3 Qc7 28. Qxe6 Bxf2 29. Qc4 Qxg3#",0-1,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),Stockfish level 5,,2.0,0.0,1.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,29,False,False,False,0,0,29,29,False,False,False,False,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer) vs. Stockfish level 5,30,177.1666238307953,29,0,1865.6607839942972
1766466758-6849,"[White ""Stockfish level 5""]
[Black ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]

1. Nc3 d5 2. d3 d4 3. Nb1 e5 4. c3 c5 5. Nf3 Nc6 6. a4 Bg4 7. Nbd2 Nf6 8. g3 Bd6 9. Nc4 Bc7 10. Bg2 O-O 11. Qb3 Rb8 12. cxd4 cxd4 13. Ng5 h6 14. Ne4 Nxe4 15. h3 Be6 16. Bxe4 Na5 17. Qa2 Nxc4 18. dxc4 Ba5+ 19. Bd2 Bxd2+ 20. Kxd2 Qa5+ 21. Kc2 Rfc8 22. b3 b5 23. axb5 Qxa2+ 24. Rxa2 Rxb5 25. g4 Bxc4 26. bxc4 Rxc4+ 27. Kd2 Rbc5 28. Rb1 g6 29. Bd3 Rc7 30. Ra6 Kg7 31. h4 R4c5 32. Rba1 Re7 33. f3 Rcc7 34. Be4 Red7 35. Bd3 Re7 36. h5 gxh5 37. Bf5 hxg4 38. Bxg4 Rc5 39. Bf5 Rb5 40. Bd3 Rbb7 41. R6a4 Rbd7 42. Rg1+ Kf6 43. Ra5 Rd6 44. Rh1 Kg7 45. Rha1 Rb7 46. Rxe5 Rb2+ 47. Ke1 Rdb6 48. Rd5 Rb1+ 49. Bxb1 Rxb1+ 50. Rxb1 d3 51. Kf2 dxe2 52. Rd2 e1=Q+ 53. Kxe1 Kg6 54. Rg2+ Kf6 55. Rh2 Kg7 56. Rd2 Kg6 57. Rf2 Kg7 58. Rg2+ Kf6 59. Ke2 Ke7 60. Rb7+ Kf6 61. Ke1 Kf5 62. Rxf7+ Ke6 63. Rxa7 Kf6 64. Ra6+ Kf5 65. Rxh6 Kf4 66. Rg7 Kxf3 67. Rh4 Ke3 68. Rg3#",1-0,Stockfish level 5,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),2.0,,1.0,0.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,2,67,False,False,False,0,2,68,67,False,False,False,False,Stockfish level 5 vs. ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),68,708.9074790477753,68,2,1858.711145566528
1766467599-9839,"[White ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]
[Black ""Stockfish level 5""]

1. e4 e6 2. d4 d5 3. e5 Bd7 4. Nf3 f6 5. Bd3 Ne7 6. O-O Ng6 7. Bxg6+ hxg6 8. Qd3 g5 9. Qg6+ Ke7 10. exf6+ gxf6 11. Nxg5 Qe8 12. Qxe8+ Bxe8 13. Nf3 Kd7 14. Nc3 Bh5 15. Nd2 Nc6 16. Nb3 Bg6 17. Nc5+ Bxc5 18. dxc5 Nb4 19. Bf4 Nxc2 20. Rac1 Kc6 21. Na4 Bd3 22. Rfd1 Bh7 23. a3 e5 24. Bg3 Rae8 25. b4 Nxa3 26. Nc3 d4 27. Ne2 d3 28. Nc3 Nb5 29. Nxb5 Kxb5 30. Rb1 a6 31. f3 Rd8 32. Bf2 e4 33. fxe4 Bxe4 34. Rd2 Rhe8 35. Rbd1 Bg6 36. Bg3 Bh5 37. Rb1 Re2 38. Rbb2 Re7 39. Bf4 Rd4 40. Bg3 Be2 41. Bf2 Rg4 42. h3 Rxb4 43. Rxb4+ Kxb4 44. Rb2+ Kc3 45. Rxb7 d2 46. Rb1 Kc2 47. Ra1 d1=Q+ 48. Rxd1 Kxd1 49. Kh2 Re6 50. Bg3 c6 51. Bd6 a5 52. Bc7 Re5 53. Bxa5 Rxc5 54. Bb6 Rc4 55. Bd8 f5 56. Bf6 Ke1 57. Be5 Re4 58. Bd6 Rc4 59. Be5 Re4 60. Bd6 Rc4 61. Be5 Re4 62. Bd6 Rd4 63. Be5 Rd5 64. Bf4 Rd3 65. Be5 Kf1 66. Bf4 c5 67. Be5 Bd1 68. Bf4 Bh5 69. Be5 c4 70. Bf4 Bg6 71. Be5 Bf7 72. Bf4 Rb3 73. Be5 c3 74. Bxc3 Rxc3 75. g3 Rc2+ 76. Kh1 Ra2 77.",0-1,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),Stockfish level 5,,2.0,0.0,1.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,1,76,True,False,True,1,0,76,77,False,False,True,False,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer) vs. Stockfish level 5,77,841.8239488601685,77,1,1852.028868165387
1766468242-3269,"[White ""Stockfish level 5""]
[Black ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]

1. e3 e5 2. d4 exd4 3. exd4 d5 4. Nf3 Nf6 5. Bg5 Be7 6. Bb5+ c6 7. Ba4 O-O 8. O-O Bg4 9. Re1 Nbd7 10. Bb3 Re8 11. Nbd2 h6 12. Bh4 Ne4 13. Bxe7 Rxe7 14. h3 Bh5 15. g4 Bg6 16. c3 Ndf6 17. Re3 Qd7 18. Ne5 Qd6 19. c4 Nxd2 20. c5 Qc7 21. Qxd2 Ne4 22. Qe2 Rae8 23. Bc2 Rxe5 24. dxe5 Rxe5 25. a3 f5 26. gxf5 Bxf5 27. b4 Qf7 28. Bxe4 Bxe4 29. Re1 Qg6+ 30. Rg3 Qf6 31. Qb2 Qf4 32. Qc3 Re7 33. Rg4 Qf5 34. a4 Rf7 35. Re2 Qf3 36. Qxf3 Bxf3 37. Re8+ Kh7 38. Rh4 Be4 39. Rg4 Bf5 40. Rf4 g6 41. h4 Kg7 42. h5 Be4 43. Rxf7+ Kxf7 44. Rb8 gxh5 45. f3 Bxf3 46. Rxb7+ Ke6 47. b5 cxb5 48. Kf2 Be4 49. axb5 d4 50. Rb8 Kd5 51. Re8 Kxc5 52. Rxe4 Kxb5 53. Ke2 Kc4 54. Re7 a5 55. Ra7 Kb4 56. Kd2 a4 57. Kd3 a3 58. Rb7+ Ka4 59. Ra7+ Kb3 60. Rb7+ Ka2 61. Kxd4 Ka1 62. Kd3 a2 63. Kd2 h4 64. Kc3 h3 65. Re7 h2 66. Re1#",1-0,Stockfish level 5,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),2.0,,1.0,0.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,66,False,False,False,0,0,66,66,False,False,False,False,Stockfish level 5 vs. ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),66,642.1309185028076,66,0,1845.594140208005
1766468424-2877,"[White ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]
[Black ""Stockfish level 5""]

1. e4 e5 2. Nf3 Nf6 3. Nc3 d6 4. Bc4 Be7 5. d3 O-O 6. Bg5 h6 7. Bh4 Nc6 8. Qd2 Bg4 9. h3 Bxf3 10. gxf3 Nd4 11. Qd1 Kh8 12. Ne2 Nxf3+ 13. Kf1 Nxh4 14. Ng3 a5 15. a4 b5 16. Bxb5 Rc8 17. Bc4 d5 18. exd5 Ra8 19. Qe2 Qd7 20. Qxe5 Qd8 21. Qe3 Nh7 22. Re1 Bb4 23. c3 f5 24. cxb4 f4 25. Qe4 fxg3 26. Ke2 Rxf2+ 27. Kd1 Qg5 28. Re2 Raf8 29. Rxf2 Rxf2 30. Re1 Qd2#",0-1,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),Stockfish level 5,,2.0,0.0,1.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,30,False,False,False,0,0,30,30,False,False,False,False,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer) vs. Stockfish level 5,31,182.9057068824768,30,0,1839.389273736706
1766468722-5087,"[White ""Stockfish level 5""]
[Black ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]

1. Nf3 d5 2. e3 Nf6 3. d4 e6 4. c4 Be7 5. Be2 O-O 6. O-O c5 7. dxc5 Bxc5 8. Na3 Nc6 9. Bd2 d4 10. Nxd4 Nxd4 11. exd4 Bxd4 12. Bb4 Re8 13. Bf3 Bxb2 14. Qxd8 Rxd8 15. Rfd1 Bd7 16. Rab1 Be5 17. Bxb7 Rab8 18. Be7 Re8 19. Bxf6 Bxf6 20. Rxd7 Red8 21. Rbd1 Rxd7 22. Rxd7 Kf8 23. c5 Ke8 24. c6 Be5 25. Nb5 a6 26. Nd6+ Bxd6 27. Rxd6 Ke7 28. Rd7+ Ke8 29. Rd1 Ke7 30. c7 Rxb7 31. c8=Q Rd7 32. Qc5+ Ke8 33. Qh5 Rxd1+ 34. Qxd1 Ke7 35. Kf1 Kf6 36. Qd8+ Kg6 37. Ke2 f6 38. Qe8+ Kf5 39. Ke3 g5 40. Qa4 h5 41. Qc2+ Ke5 42. Qc5#",1-0,Stockfish level 5,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),2.0,,1.0,0.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,42,False,False,False,0,0,42,42,False,False,False,False,Stockfish level 5 vs. ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),42,297.2823829650879,42,0,1833.3984113488448
1766469204-2796,"[White ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]
[Black ""Stockfish level 5""]

1. e4 d5 2. exd5 c6 3. dxc6 Nxc6 4. Nf3 e5 5. Bb5 Bd6 6. O-O Ne7 7. d4 Bd7 8. dxe5 Bxe5 9. Nxe5 Nxe5 10. Bxd7+ Nxd7 11. Re1 O-O 12. Bg5 Nf6 13. Qxd8 Raxd8 14. Bxf6 gxf6 15. Nc3 Nd5 16. Nxd5 Rxd5 17. Rad1 Rc5 18. c3 a5 19. Rd7 Rb5 20. b3 Rc5 21. c4 b5 22. cxb5 Rxb5 23. Ree7 h5 24. g3 a4 25. bxa4 Rb4 26. a5 h4 27. a6 Ra4 28. a7 hxg3 29. hxg3 Ra3 30. Rb7 Kh7 31. Rxf7+ Rxf7 32. Rxf7+ Kg6 33. Rb7 f5 34. Kg2 Kh5 35. Kh3 Rxa2 36. f3 f4 37. g4+ Kg5 38. Rg7+ Kh6 39. Rb7 Kg6 40. Rb6+ Kf7 41. Rb7+ Kg6 42. Rb6+ Kh7 43. Rb7+ Kh6 44. Rb6+ Kg5 45. Rb5+ Kf6 46. Rb6+ Kg5 47. Rb5+ Kh6 48. Rb6+ Kh7 49. Rb7+ Kg6 50. Rb6+ Kh7 51. Rb7+ Kh6 52. Rb6+ Kg5 53. Rb5+ Kh6 54. Rb6+ Kg5 55. Rb5+ Kh6 56. Rb6+",1/2-1/2,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),Stockfish level 5,,2.0,0.5,0.5,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.5,0,56,False,False,False,0,0,56,56,False,False,False,False,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer) vs. Stockfish level 5,56,481.8025574684143,56,0,1853.6754946433198
1766497808-9363,"[White ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]
[Black ""Stockfish level 5""]

1. e4 c5 2. Nf3 e6 3. d4 a6 4. d5 d6 5. c4 g6 6. Nc3 Bg7 7. Bd3 Ne7 8. O-O e5 9. h3 O-O 10. Nh2 h6 11. f4 f5 12. fxe5 dxe5 13. exf5 Bxf5 14. Bxf5 gxf5 15. Qh5 Qd6 16. Be3 Nd7 17. Rae1 Rae8 18. Nf3 Nf6 19. Qh4 f4 20. Bf2 Ng6 21. Qg4 Nxg4 22. hxg4 a5 23. Ne4 Qe7 24. d6 Qe6 25. Nxc5 Qxc4 26. Nxb7 Qd3 27. Nc5 Qd5 28. Rd1 Qc6 29. d7 Rd8 30. Rfe1 Rf7 31. Ne4 Rfxd7 32. Rxd7 Qxd7 33. Nc5 Qc6 34. Ne4 Bf8 35. g5 hxg5 36. Nexg5 Be7 37. Ne4 Qc2 38. Neg5 Rd1 39. Rxd1 Qxd1+ 40. Kh2 Bxg5 41. Nxg5 Qe2 42. Bb6 Nh4 43. Kh3 Nxg2 44. Bxa5 Ne3 45. Bb6 Qg4+ 46. Kh2 Qg3+ 47. Kh1 Qh4+ 48. Kg1 Qg3+ 49. Kh1 f3 50. Bxe3 Qh4+ 51. Kg1 Qg3+ 52. Kf1 Qg2+ 53. Ke1 Qe2#",0-1,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),Stockfish level 5,,2.0,0.0,1.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,53,False,False,False,0,0,53,53,False,False,False,False,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer) vs. Stockfish level 5,54,388.39252519607544,53,0,1847.9793189974757
1766497968-5787,"[White ""Stockfish level 5""]
[Black ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]

1. c4 e5 2. d4 exd4 3. a3 Nc6 4. Nf3 Nf6 5. h3 Bc5 6. b4 Be7 7. Nxd4 Nxd4 8. Qxd4 O-O 9. e4 d6 10. Bb2 c5 11. Qe3 cxb4 12. Bd3 bxa3 13. Bd4 Qa5+ 14. Nc3 Qb4 15. f4 Qb2 16. O-O Qb4 17. e5 dxe5 18. fxe5 Nd7 19. Nd5 Qa5 20. Nxe7+ Kh8 21. Qe4 g6 22. e6+ f6 23. Nxg6+ hxg6 24. Qxg6 Qg5 25. Qxg5 Ne5 26. Qh6+ Kg8 27. Qh7#",1-0,Stockfish level 5,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),2.0,,1.0,0.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,4,26,False,False,False,0,4,27,26,False,False,False,False,Stockfish level 5 vs. ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),27,160.94428038597107,27,4,1842.4640052032223
1766498264-9962,"[White ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]
[Black ""Stockfish level 5""]

1. e4 e5 2. Nf3 Nf6 3. Nc3 Bb4 4. d3 Nc6 5. Bd2 Bxc3 6. Bxc3 a6 7. Nxe5 Nxe5 8. Bxe5 d6 9. Bc3 d5 10. exd5 Qxd5 11. Qe2+ Qe6 12. Qxe6+ Bxe6 13. Bxf6 gxf6 14. Be2 O-O-O 15. O-O h6 16. Rfe1 Rhg8 17. Bf3 Rg5 18. Re3 f5 19. Rae1 c6 20. b3 Kc7 21. Re5 b6 22. R5e3 a5 23. Re5 Rd6 24. R5e3 Rd4 25. Re5 h5 26. R5e3 a4 27. Re5 h4 28. R5e3 c5 29. Re5 Kd6 30. R5e3 f4 31. Re4 Rxe4 32. Rxe4 axb3 33. axb3 Rf5 34. Ra4 b5 35. Ra6+ Ke5 36. Ra5 Rg5 37. Rxb5 Kd6 38. Rb6+ Ke5 39. Rb5 Kd4 40. Rb8 Kc3 41. Rc8 Bxc8 42. Be4 Kd2 43. Kf1 Be6 44. Bf3 Re5 45. Be4 f5 46. Bf3 Re1#",0-1,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),Stockfish level 5,,2.0,0.0,1.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,46,False,False,False,0,0,46,46,False,False,False,False,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer) vs. Stockfish level 5,47,295.748259305954,46,0,1837.1184205800298
1766498447-9199,"[White ""Stockfish level 5""]
[Black ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]

1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Nxd4 5. Qxd4 d6 6. h3 Nf6 7. Nc3 Be7 8. Be3 O-O 9. f4 c5 10. Qd2 a6 11. g4 b5 12. g5 Nh5 13. Rg1 b4 14. Nd5 Bb7 15. O-O-O Bxd5 16. Qxd5 a5 17. f5 a4 18. Kb1 b3 19. Be2 bxa2+ 20. Kxa2 Nf4 21. Bxf4 Qb6 22. Bc4 Rab8 23. Bc1 Qb4 24. f6 Bd8 25. Rg3 Ba5 26. h4 a3 27. b3 Qc3 28. Qd3 Qe5 29. Rf3 Rb4 30. fxg7 Rfb8 31. Rxf7 Rxc4 32. Qxc4 Rb4 33. Rf8+ Kxg7 34. Qg8#",1-0,Stockfish level 5,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),2.0,,1.0,0.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,34,False,False,False,0,0,34,34,False,False,False,False,Stockfish level 5 vs. ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),34,183.08399152755737,34,0,1831.9324297142828
1766498861-2007,"[White ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]
[Black ""Stockfish level 5""]

1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 e5 5. Nb5 d6 6. N1c3 Be6 7. Nd5 Bxd5 8. exd5 Nb8 9. c4 Nd7 10. Be3 a6 11. Nc3 g6 12. Be2 Ne7 13. O-O Nf5 14. Bd2 Nd4 15. Bd3 Nc5 16. Bc2 Bg7 17. b4 Nd7 18. Rc1 f5 19. Ba4 Rc8 20. Bxd7+ Qxd7 21. Ne2 Nxe2+ 22. Qxe2 O-O 23. Be3 f4 24. Bb6 Qa4 25. Qb2 e4 26. Qb3 Qe8 27. c5 f3 28. g3 Qd7 29. Kh1 Qh3 30. Rg1 Bd4 31. Qc2 e3 32. Qe4 exf2 33. Qe6+ Qxe6 34. dxe6 fxg1=R+ 35. Rxg1 dxc5 36. e7 Rfe8 37. Re1 Bf6 38. bxc5 Rxe7 39. Rd1 g5 40. Kg1 Kg7 41. Kf2 Rf8 42. Rd3 g4 43. Rd2 Bc3 44. Rc2 Bd4+ 45. Kf1 Rfe8 46. Rc1 Bc3 47. Rd1 Re1+ 48. Rxe1 Rxe1+ 49. Kf2 Re8 50. h3 Re2+ 51. Kf1 gxh3 52. g4 h2 53. Bc7 h1=R#",0-1,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),Stockfish level 5,,2.0,0.0,1.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,53,False,False,False,0,0,53,53,False,False,False,False,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer) vs. Stockfish level 5,54,413.25728702545166,53,0,1826.8967787910744
1766499181-4197,"[White ""Stockfish level 5""]
[Black ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]

1. e4 e5 2. Nf3 Nc6 3. Be2 Nf6 4. d3 Bc5 5. a3 d6 6. O-O Bg4 7. Nbd2 O-O 8. h3 Bh5 9. b4 Bb6 10. Rb1 a6 11. c3 Re8 12. Bb2 d5 13. Nh4 Bxe2 14. Qxe2 dxe4 15. Rbd1 exd3 16. Qf3 e4 17. Qg3 Qd6 18. Kh2 Qxg3+ 19. Kxg3 e3 20. fxe3 Rxe3+ 21. Rf3 Rxf3+ 22. Ndxf3 Rd8 23. c4 Ne4+ 24. Kf4 Nf2 25. Rd2 h6 26. c5 g5+ 27. Ke3 gxh4 28. cxb6 Nd1+ 29. Rxd1 Re8+ 30. Kd2 Re2+ 31. Kxd3 Rxb2 32. Kc3 Rxg2 33. bxc7 Rg3 34. c8=Q+ Kg7 35. Qf5 Ne7 36. Qd7 Rxf3+ 37. Rd3 Rxd3+ 38. Kxd3 Nf5 39. Qd5 Ng3 40. Qd4+ f6 41. Qd7+ Kg6 42. Qg4+ Kf7 43. Qxh4 Nf5 44. Qc4+ Kg6 45. Qe4 Kg5 46. Qg4#",1-0,Stockfish level 5,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),2.0,,1.0,0.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,46,False,False,False,0,0,46,46,False,False,False,False,Stockfish level 5 vs. ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),46,319.9928848743439,46,0,1822.0029962242697
1766500221-8421,"[White ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]
[Black ""Stockfish level 5""]

1. e4 d5 2. exd5 c6 3. dxc6 Nxc6 4. Nf3 Nf6 5. Bb5 Qd6 6. O-O a6 7. Ba4 e6 8. d4 b5 9. Bb3 Bb7 10. c3 Qc7 11. Bg5 h6 12. Bh4 Na5 13. Bg3 Bd6 14. Bxd6 Qxd6 15. Bc2 Rc8 16. Nbd2 b4 17. cxb4 Qxb4 18. Nb3 O-O 19. Nxa5 Bxf3 20. Qxf3 Rxc2 21. Nb3 Rxb2 22. Rfb1 Rxb1+ 23. Rxb1 a5 24. Qd3 Nd7 25. h3 Rd8 26. Qd2 Qxd2 27. Nxd2 Ne5 28. Nb3 Nd3 29. Nxa5 Rxd4 30. Rb8+ Kh7 31. Nc6 Ra4 32. Rb7 f6 33. Nd8 Nf4 34. g3 Ra8 35. Nxe6 Nxe6 36. Rb2 Nd4 37. Kg2 h5 38. Rd2 Ne6 39. Rd6 Nc7 40. Rd2 Kg6 41. Rc2 Nd5 42. Rd2 Nb6 43. Rb2 Nd5 44. Rd2 Ra5 45. Rb2 Nc3 46. Rc2 Nxa2 47. Rc7 Ra3 48. Rc2 Ra5 49. Rb2 Nc3 50. Rc2 Ra3 51. Rb2 Kh6 52. Rc2 h4 53. gxh4 f5 54. Rd2 Ra8 55. Rd6+ Kh7 56. Rd7 Ra2 57. Rd3 Rc2 58. Rf3 Nd5 59. Rxf5 Ne3+ 60. Kf3 Nxf5 61. Kg4 Nxh4 62. Kxh4 Kh6 63. Kg3 Kh5 64. f3 Rc4 65. h4 Ra4 66. Kh3 Rxh4+ 67. Kg3 Rc4 68. Kf2 Kg5 69. Kg3 Rh4 70. Kf2 Kf4 71. Kg2 g5 72. Kf2 Rh3 73. Kg2 Rh5 74. Kf2 Rh7 75. Kg2 Ra7 76. Kf2 Ra3 77. Kg2 Ra8 78. Kf2 Ra2+ 79. Kg1 Rd2 80. Kf1 Ra2 81. Kg1 Kg3 82. Kf1 Rd2 83. Ke1 Kxf3 84. Kxd2 Kf2 85. Kd3 Kg2 86. Ke4 Kg3 87. Kf5 g4 88. Kg5 Kf3 89. Kh4 g3 90. Kh3 Kf2",,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),Stockfish level 5,,2.0,-10000000000.0,-10000000000.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),-10000000000.0,0,90,False,False,False,0,0,90,90,False,False,False,False,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer) vs. Stockfish level 5,91,1040.5554029941559,90,0
