game_id,transcript,result,player_one,player_two,player_one_time,player_two_time,player_one_score,player_two_score,primary_player,primary_player_score,primary_player_illegal_moves,primary_player_legal_moves,primary_player_timeout,primary_player_resignation,primary_player_failed_to_find_legal_move,player_one_illegal_moves,player_two_illegal_moves,player_one_legal_moves,player_two_legal_moves,player_one_resignation,player_two_resignation,player_one_failed_to_find_legal_move,player_two_failed_to_find_legal_move,game_title,number_of_moves,time_taken,total_moves,illegal_moves
1766505273-9299,"[White ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]
[Black ""Stockfish level 5""]

1. e4 c5 2. Nf3 d6 3. d4 Nd7 4. dxc5 dxc5 5. Bb5 e6 6. O-O a6 7. Bxd7+ Qxd7 8. Qxd7+ Bxd7 9. Nc3 f6 10. Be3 Rc8 11. Rad1 b5 12. a3 Ne7 13. Rd2 Ng6 14. Rfd1 Rc7 15. h4 h5 16. g3 Be7 17. Ne2 Rb7 18. Nf4 Nxf4 19. Bxf4 e5 20. Be3 Bg4 21. Kg2 c4 22. c3 g6 23. Re1 a5 24. Nh2 Bd7 25. f3 O-O 26. Red1 Bc6 27. Nf1 g5 28. hxg5 fxg5 29. Nh2 b4 30. axb4 axb4 31. Ra1 bxc3 32. bxc3 Kf7 33. Ra6 Rc8 34. Ra5 Bf6 35. Rc5 Be7 36. Rxc6 Rxc6 37. Rd5 Re6 38. Nf1 Ra6 39. Rxe5 Ra2+ 40. Kh3 Rb3 41. Bxg5 Bxg5 42. Rxg5 Rxc3 43. Rxh5 Rxf3 44. Nh2 Re3 45. Rf5+ Ke6 46. Rf4 Raa3 47. Nf1 Red3 48. Kg4 c3 49. Rf2 Rb3 50. Rc2 Rb2 51. Rc1 Ra2 52. Ne3 Ke5 53. Nc4+ Kd4 54. Nd6 Rg2 55. Kf4 Rf2+ 56. Kg4 c2 57. Nb5+ Kxe4 58. Na3 Rxa3 59. Re1+ Kd4 60. Rc1 Ke3 61. Kg5 Rd3 62. g4 Rd1 63. Rxc2 Rxc2 64. Kh5 Rd5+ 65. g5 Kf4 66. Kh6 Rd6+ 67. g6 Kf5 68. Kh7 Rxg6 69. Kh8 Rg5 70. Kh7 Rg4 71. Kh8 Rg1 72. Kh7 Ra2 73. Kh8 Rg4 74. Kh7 Rh2#",0-1,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),Stockfish level 5,,2.0,0.0,1.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,74,False,False,False,0,0,74,74,False,False,False,False,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer) vs. Stockfish level 5,75,677.0116183757782,74,0,1758.122659077265
1766505499-2482,"[White ""Stockfish level 5""]
[Black ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]

1. Nf3 d5 2. e3 Nf6 3. c4 c6 4. cxd5 cxd5 5. d4 Nc6 6. Nc3 Bg4 7. h3 Bh5 8. g4 Bg6 9. Ne5 e6 10. Bb5 Rc8 11. h4 Bb4 12. Qa4 Bxc3+ 13. bxc3 Qb6 14. Bxc6+ bxc6 15. h5 Be4 16. Rf1 O-O 17. f3 Bd3 18. Nxd3 c5 19. Bd2 cxd4 20. cxd4 Rc4 21. Qd1 Rfc8 22. Rg1 Nd7 23. a3 Qd6 24. Rg2 e5 25. Kf1 exd4 26. e4 dxe4 27. Bf4 Qf6 28. fxe4 Rc3 29. Kg1 Qh4 30. h6 g6 31. Qf3 Rc2 32. Rf1 Rxg2+ 33. Kxg2 Rc2+ 34. Kg1 Nf6 35. Rb1 Nxg4 36. Rb8+",1-0,Stockfish level 5,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),2.0,,1.0,0.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,5,35,False,False,True,0,5,36,35,False,False,False,True,Stockfish level 5 vs. ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),36,226.6463384628296,36,5,1754.8136486908693
1766505785-4039,"[White ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]
[Black ""Stockfish level 5""]

1. e4 e6 2. d4 d5 3. e5 c5 4. c3 Ne7 5. Nf3 Nf5 6. Bd3 h6 7. Bxf5 exf5 8. O-O Be6 9. Be3 Nc6 10. dxc5 g5 11. Nd4 f4 12. Nxe6 fxe6 13. Bd4 Bg7 14. Qh5+ Ke7 15. Nd2 a6 16. Nf3 Kd7 17. Qf7+ Qe7 18. Qxe7+ Kxe7 19. Rfe1 Kf7 20. h3 Rhd8 21. Rad1 a5 22. a3 Kg6 23. b4 Bf8 24. Rb1 axb4 25. axb4 h5 26. Ra1 g4 27. hxg4 hxg4 28. Nh2 Rxa1 29. Rxa1 Kf5 30. Re1 Ra8 31. f3 g3 32. Ng4 Ra4 33. Nf6 Kg6 34. Nd7 Kf7 35. Nxf8 Nxd4 36. cxd4 Kxf8 37. Rb1 Ke8 38. b5 Ra2 39. c6 b6 40. Rc1 Kd8 41. c7+ Kc8 42. Rc6 Ra1+ 43. Rc1 Rxc1#",0-1,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),Stockfish level 5,,2.0,0.0,1.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,43,False,False,False,0,0,43,43,False,False,False,False,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer) vs. Stockfish level 5,44,286.08908462524414,43,0,1751.5664926019974
1766506005-3340,"[White ""Stockfish level 5""]
[Black ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]

1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Nf3 Be7 5. g3 O-O 6. Bg5 Nbd7 7. e3 c6 8. a3 dxc4 9. Bxc4 b5 10. Be2 Bb7 11. Bxf6 Nxf6 12. b4 a5 13. O-O axb4 14. axb4 Bxb4 15. Qd3 Bxc3 16. Qxc3 Nd5 17. Qb2 Qd6 18. Rfc1 Rxa1 19. Rxa1 Ra8 20. Rxa8+ Bxa8 21. Ne5 f6 22. e4 fxe5 23. Qa2 Qb8 24. exd5 exd5 25. Qa3 e4 26. Qe7 Qf8 27. Qc7 Qf7 28. Qb8+ Qf8 29. Qe5 b4 30. Bd1 Bb7 31. Qc7 Ba6 32. h4 Bb5 33. h5 h6 34. Qd7 Qf7 35. Qc8+ Kh7 36. Bg4 Qf6 37. Be6 Qg5 38. Qg8#",1-0,Stockfish level 5,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),2.0,,1.0,0.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,38,False,False,False,0,0,38,38,False,False,False,False,Stockfish level 5 vs. ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),38,220.04100918769836,38,0,1748.3789207334873
1766506159-5152,"[White ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]
[Black ""Stockfish level 5""]

1. e4 Nc6 2. Nf3 e6 3. d4 d6 4. Bb5 Bd7 5. O-O Nge7 6. c4 Ng6 7. Nc3 Be7 8. Be3 O-O 9. Qd2 Nb8 10. Bxd7 c6 11. Bxe6 fxe6 12. d5 Ne5 13. Nxe5 c5 14. Nf3 Rxf3 15. gxf3 Nd7 16. dxe6 Nb6 17. b3 Qe8 18. Nd5 Qh5 19. Nxe7+ Kf8 20. Nf5 Qxf5 21. exf5 Nxc4 22. bxc4 b6 23. Qxd6+ Kg8 24. e7 Re8 25. Qe6+ Kh8 26. Qf7 g5 27. Qxe8+ Kg7 28. Qf8+",1-0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),Stockfish level 5,,2.0,1.0,0.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),1.0,0,28,False,False,False,0,0,28,28,False,False,False,False,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer) vs. Stockfish level 5,28,153.57939100265503,28,0,1787.1429259367098
1766507076-8976,"[White ""Stockfish level 5""]
[Black ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]

1. Nf3 d5 2. d4 Nf6 3. e3 Bg4 4. a3 e6 5. h3 Bh5 6. Nbd2 Bd6 7. b3 O-O 8. Bb2 Nbd7 9. Bd3 c5 10. dxc5 Nxc5 11. Bb5 a6 12. Bd3 Nxd3+ 13. cxd3 Rc8 14. b4 b5 15. Nb3 Nd7 16. Rc1 Ne5 17. Bxe5 Bxe5 18. d4 Bf6 19. Nc5 Rc6 20. Rc3 Qc8 21. O-O Be7 22. a4 Bxc5 23. axb5 axb5 24. Rxc5 Rxc5 25. bxc5 Qc6 26. Qb3 Ra8 27. Ne5 Qc7 28. Qxb5 f6 29. Qd7 Qxd7 30. Nxd7 Be8 31. Nb6 Rb8 32. Rb1 Bc6 33. Rf1 Kf7 34. Ra1 Ke7 35. f4 Kd8 36. Ra7 Rb7 37. Rxb7 Bxb7 38. Na4 Kc7 39. Kf2 Kc6 40. h4 Kb5 41. Nb6 Kc6 42. Ke1 Ba6 43. g3 Bd3 44. Nc8 Kd7 45. Nd6 Kc6 46. Ne8 g6 47. Kd2 Bf5 48. Nxf6 h6 49. g4 Bb1 50. Ng8 h5 51. f5 exf5 52. gxh5 gxh5 53. Nf6 Be4 54. Ke2 Kb5 55. Nxh5 Kc4 56. Nf4 Kb5 57. Kf2 Kc6 58. Ke2 Kb5 59. h5 Kc6 60. Kf2 Kd7 61. Kg3 Ke7 62. Kh4 Kf7 63. h6 Kg8 64. c6 Kf7 65. Kg5 Ke7 66. h7 Kd6 67. Kh4 Kxc6 68. Kg5 Kb5 69. h8=Q Kc4 70. Kh4 Kc3 71. Qe5 Kd2 72. Nxd5 Kd3 73. Nf4+ Kxe3 74. Kh5 Kf3 75. Kh4 Ke3 76. Kg5 Kf3 77. Qc7 Ke3 78. d5 Bxd5 79. Nxd5+ Ke4 80. Qc5 Ke5 81. Qc6 Ke4 82. Qc5 Ke5 83. Nf4+ Ke4 84. Qc4+ Ke5 85. Qd5#",1-0,Stockfish level 5,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),2.0,,1.0,0.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,85,False,False,False,0,0,85,85,False,False,False,False,Stockfish level 5 vs. ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),85,917.3424196243286,85,0,1784.0127909319272
1766507414-4652,"[White ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]
[Black ""Stockfish level 5""]

1. e4 e5 2. Nf3 d6 3. Bc4 Nd7 4. d4 Ngf6 5. dxe5 Nxe5 6. Nxe5 dxe5 7. Qxd8+ Kxd8 8. Bxf7 Nxe4 9. O-O Bb4 10. c3 Be7 11. Re1 Nd6 12. Bb3 e4 13. Bf4 a5 14. Nd2 a4 15. Bc2 a3 16. b3 Rf8 17. Bg3 Bf5 18. Nxe4 Bxe4 19. Bxe4 Nxe4 20. Rxe4 Bd6 21. Rd1 Ra6 22. c4 Ra5 23. Bxd6 cxd6 24. Rxd6+ Kc7 25. Rd2 Rf6 26. Re7+ Kc6 27. Rxg7 Re6 28. Kf1 h5 29. Rh7 Rae5 30. g3 h4 31. Rxh4 b6 32. Rhd4 Re1+ 33. Kg2 b5 34. cxb5+ Kb6 35. Rd6+ Rxd6 36. Rxd6+ Kc7 37. Ra6 Rd1 38. Rxa3 Rd3 39. Ra4 Rd2 40. Rc4+ Kb6 41. a4 Rd3 42. Rb4 Ka5 43.",0-1,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),Stockfish level 5,,2.0,0.0,1.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,1,42,True,False,True,1,0,42,43,False,False,True,False,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer) vs. Stockfish level 5,43,338.0821008682251,43,1,1780.9380594654108
1766508456-9845,"[White ""Stockfish level 5""]
[Black ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]

1. d4 d5 2. Nf3 Nf6 3. c4 c6 4. Nc3 e6 5. e3 Nbd7 6. Bd3 dxc4 7. Bc2 b5 8. a3 Bb7 9. Qe2 a6 10. e4 c5 11. d5 exd5 12. exd5+ Qe7 13. Qxe7+ Bxe7 14. Be3 Nxd5 15. Nxd5 Bxd5 16. O-O-O Bxf3 17. gxf3 Rd8 18. Rd2 O-O 19. Bf4 Nf6 20. Re1 Rxd2 21. Kxd2 Rd8+ 22. Ke2 Bd6 23. Bg5 Re8+ 24. Kd1 Rxe1+ 25. Kxe1 Nd5 26. Be4 Nc7 27. h3 f6 28. Bc1 Kf7 29. f4 g6 30. f5 g5 31. Bd2 h5 32. Ba5 Ne8 33. Bb6 Ke7 34. Bb7 Ng7 35. Bxa6 Nxf5 36. Bxb5 Nd4 37. Ba4 Nf3+ 38. Kf1 Nd2+ 39. Kg1 Ne4 40. Bc2 Nd2 41. Ba5 Nf3+ 42. Kf1 Nd4 43. Bd1 h4 44. Bc3 Nb5 45. Be1 Be5 46. a4 Nd4 47. a5 Kd6 48. a6 Nc6 49. Be2 Kc7 50. Bd2 Kb6 51. Bc1 Kxa6 52. b3 Kb5 53. Bxc4+ Kb4 54. Bd2+ Ka3 55. Kg2 Nd4 56. Kf1 Nxb3 57. Ke1 Nxd2 58. Kxd2 Kb4 59. Be6 c4 60. Ke2 c3 61. f3 Ka3 62. Bf5 Kb2 63. Kd1 c2+ 64. Bxc2 Kc3 65. Bb1 Kd4 66. Ke2 Kc3 67. Bf5 Kb2 68. Be4 Kc1 69. Bf5 Kb2 70. Kd2 Kb3 71. Bc8 Kb4 72. Kd3 Kc5 73. Ke2 Kd6 74. Kd3 Ke7 75. Bg4 Kf7 76. Bd7 Kg6 77. Bc8 f5 78. Bb7 Kf6 79. Bc8 Bf4 80. Kd4 Bg3 81. Kd5 Bf4 82. Ba6 Bg3 83. Kc4 Bf4 84. Kd4 Bg3 85. Bc8 Bf4 86. Bb7 Bg3 87. Bc8 Bf4 88. Ba6 Bg3 89. Kd5 Bf4 90. Kd4 Bg3",,Stockfish level 5,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),2.0,,-10000000000.0,-10000000000.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),-10000000000.0,0,90,False,False,False,0,0,90,90,False,False,False,False,Stockfish level 5 vs. ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),91,1041.4152557849884,90,0
1766508705-1877,"[White ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]
[Black ""Stockfish level 5""]

1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Na5 6. Bb5+ Nd7 7. d3 c6 8. dxc6 Nxc6 9. Qf3 Nf6 10. Bxc6+ bxc6 11. Qxc6+ Bd7 12. Qc4 Be6 13. Nxe6 Qb8 14. Nc7+ Kd7 15. Nxa8 Qxa8 16. Qxf7+ Kc8 17. Qe6+ Kc7 18. Qxe5+ Bd6 19. Qc3+ Kd8 20. O-O Bc7 21. Bg5 Bb6 22. Bxf6+ Ke8 23. Bxg7 Qf3 24. Bxh8 Qg4 25. Qe5+ Kf7 26. Qf6+ Kg8 27. Qf8+ Kxf8 28. Nc3 a6 29. Rae1 a5 30. Re4 Qg8 31. Rf4+ Ke7 32. Re1+ Qe6 33. Rxe6+ Kd8 34. Rf8+ Kc7 35. Rf7+ Kc8 36. Re8+ Bd8 37. Bf6 Kb8 38. Rxd8#",1-0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),Stockfish level 5,,2.0,1.0,0.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),1.0,0,38,False,False,False,0,0,38,38,False,False,False,False,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer) vs. Stockfish level 5,38,248.67755699157715,38,0,1812.6105578844608
1766509155-8896,"[White ""Stockfish level 5""]
[Black ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]

1. Nc3 d5 2. d4 Nf6 3. Bf4 c6 4. h4 Bf5 5. e3 e6 6. f3 Bd6 7. Bxd6 Qxd6 8. g4 Qg3+ 9. Kd2 Bg6 10. h5 Bxc2 11. Qe1 Qxe1+ 12. Rxe1 Ba4 13. g5 Nfd7 14. Nxa4 Na6 15. b3 Nb4 16. Ra1 b5 17. Nb2 a5 18. f4 a4 19. bxa4 bxa4 20. a3 Na6 21. Kd1 Nc7 22. Ne2 Nb5 23. Bg2 Nxa3 24. f5 Nc4 25. Nxc4 dxc4 26. Nc3 exf5 27. Bxc6 Ra6 28. Bxa4 Ke7 29. Rb1 Rb8 30. Rxb8 Nxb8 31. h6 g6 32. Kc2 Nd7 33. Bb5 Ra3 34. Bc6 Nb6 35. e4 fxe4 36. Rb1 Nd7 37. Rb7 Kd6 38. Ba4 Nf8 39. Rb6+ Kc7 40. Rb4 Ne6 41. Kb2 Rxc3 42. Kxc3 Nxg5 43. Kxc4 Nf3 44. Kc3 f5 45. Rc4+ Kd6 46. Rc6+ Kd5 47. Ra6 Nxd4 48. Ra5+ Ke6 49. Kxd4 g5 50. Ra6+ Kf7 51. Ke5 f4 52. Bb3+ Ke7 53. Ra7+ Kd8 54. Kd6 Kc8 55. Bd5 Kb8 56. Ra2 f3 57. Ra8#",1-0,Stockfish level 5,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),2.0,,1.0,0.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,57,False,False,False,0,0,57,57,False,False,False,False,Stockfish level 5 vs. ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),57,450.7868540287018,57,0,1809.5893027282823
1766509294-5923,"[White ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]
[Black ""Stockfish level 5""]

1. e4 c5 2. Nf3 Nc6 3. d4 Nxd4 4. Nxd4 cxd4 5. Qxd4 d6 6. Nc3 e6 7. Be3 Bd7 8. O-O-O a6 9. f4 Qa5 10. g4 Rc8 11. Kb1 b5 12. Bg2 b4 13. Ne2 h6 14. e5 Qc7 15. Rd2 d5 16. f5 Ne7 17. fxe6 Bxe6 18. Nf4 Nc6 19. Qd3 Nxe5 20. Qe2 Nc4 21. Nxe6 fxe6 22. Rd3 Qe5 23. c3 Bc5 24. Bxc5 Qxe2 25. Rh3 Qxb2#",0-1,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),Stockfish level 5,,2.0,0.0,1.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,25,False,False,False,0,0,25,25,False,False,False,False,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer) vs. Stockfish level 5,26,138.57582235336304,25,0,1806.6196954965997
1766509507-3473,"[White ""Stockfish level 5""]
[Black ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]

1. e4 e5 2. Bc4 Nf6 3. Nc3 Bc5 4. Bb3 d6 5. Nge2 Ng4 6. d4 exd4 7. Na4 d3 8. Nxc5 dxe2 9. Qd5 O-O 10. Bg5 Qe8 11. h3 Be6 12. Nxe6 fxe6 13. Qxe6+ Qxe6 14. Bxe6+ Kh8 15. Bxg4 Nc6 16. Be3 Nb4 17. Kxe2 Nxc2 18. Rad1 Nxe3 19. Kxe3 Rae8 20. Rhe1 Re5 21. b4 Rfe8 22. Kf3 Rf8+ 23. Ke2 Rxe4+ 24. Kf1 Rxb4 25. f3 Rb2 26. Re7 Rxa2 27. Rxc7 b5 28. Be6 Ra6 29. Rb7 Re8 30. Bb3 Ra3 31. Be6 Rxe6 32. Rb8+ Re8 33. Rxe8#",1-0,Stockfish level 5,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),2.0,,1.0,0.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,33,False,False,False,0,0,33,33,False,False,False,False,Stockfish level 5 vs. ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),33,213.01523685455322,33,0,1803.6999999999998
1766509671-2617,"[White ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]
[Black ""Stockfish level 5""]

1. e4 c6 2. d4 d5 3. e5 e6 4. Nf3 c5 5. c3 a6 6. Be2 Bd7 7. O-O Bb5 8. Bxb5+ axb5 9. Be3 Qb6 10. dxc5 Bxc5 11. Bxc5 Qxc5 12. Nbd2 b4 13. Nb3 Qc4 14. Nfd2 Qf4 15. cxb4 Qxb4 16. a3 Qf4 17. Nf3 Qa4 18. Nc5 Qc6 19. Rc1 Qb6 20. b4 Nh6 21. Qd3 Nd7 22. Nxd7 Kxd7 23. Rc3 Nf5 24. Rfc1 Ne7 25. Nd4 Rhc8 26. Qb5+ Qxb5 27. Nxb5 Rc6 28. Nd6 Rxa3 29. Rxa3 Rxc1#",0-1,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),Stockfish level 5,,2.0,0.0,1.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,29,False,False,False,0,0,29,29,False,False,False,False,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer) vs. Stockfish level 5,30,163.64841103553772,29,0,1800.8285661491504
1766768579-2353,"[White ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]
[Black ""Stockfish level 5""]

1. e4 c5 2. Nf3 a6 3. d4 cxd4 4. Nxd4 d6 5. Nc3 Nd7 6. Be3 Ngf6 7. f3 e6 8. Qd2 h5 9. O-O-O Qc7 10. h3 h4 11. f4 Nc5 12. Bd3 Bd7 13. Rhe1 Rc8 14. Kb1 Qb8 15. Nf3 b5 16. e5 b4 17. exf6 bxc3 18. Qxc3 Na4 19. Qa3 d5 20. Qb3 Qd6 21. Ne5 Nxb2 22. Qxb2 Rb8 23. Bb6 Rxb6 24. Nxd7 Kxd7 25. Qxb6 Qxb6+ 26. Kc1 Ba3+ 27. Kd2 Qf2+ 28. Re2 Qxf4+ 29. Ke1 Rb8 30. Rf2 Qe3+ 31. Re2 Qg1+ 32. Kd2 Qd4 33. Rf1 Bb4+ 34. Kd1 Qa1#",0-1,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),Stockfish level 5,,2.0,0.0,1.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,34,False,False,False,0,0,34,34,False,False,False,False,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer) vs. Stockfish level 5,35,194.28130555152893,34,0,1798.0038243541558
1766768893-2209,"[White ""Stockfish level 5""]
[Black ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]

1. c4 e5 2. a3 Nf6 3. Nc3 Bc5 4. Nf3 Nc6 5. d3 d6 6. b4 Bb6 7. e3 Bg4 8. Rb1 O-O 9. h3 Bh5 10. g4 Bg6 11. Bb2 e4 12. Nh4 exd3 13. Bxd3 Bxd3 14. Qxd3 Ne5 15. Qc2 Nxc4 16. O-O Nxb2 17. Ne2 Nc4 18. Qxc4 d5 19. Qf4 Ne4 20. f3 Nd2 21. g5 Nxb1 22. Rxb1 Re8 23. Nd4 Bxd4 24. Nf5 Be5 25. Qg4 g6 26. Nh6+ Kg7 27. Qh4 d4 28. f4 Bf6 29. Nf5+ gxf5 30. a4 Bxg5 31. Qh5 Bf6 32. Rb2 dxe3 33. Rc2 e2 34. b5 e1=Q+ 35. Kh2 Qdd2+ 36. Rxd2 Qxd2+ 37. Kg3 Re3# 38. Qf3 Rxf3+ 39. Kxf3 Qd3+ 40. Kg2 Re8 41. Kh2 Re2+ 42. Kh1 Qd1#",0-1,Stockfish level 5,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),2.0,,0.0,1.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),1.0,0,42,False,False,False,0,0,42,42,False,False,False,False,Stockfish level 5 vs. ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),43,314.6195616722107,42,0,1824.782540206401
